name,legal_name,org_number,city,revenue,employees,emails,phone,website,sni2,sni_codes,registration_date,company_age_years,share_capital,priority_score
Arton:1 Projekt AB,Arton:1 Projekt AB,559053-8228,Örebro,106632,44.0,[],,https://arton1.se/,43,"['43320 Byggnadssnickeriarbeten', '71121 Teknisk konsultverksamhet inom bygg- och anläggningsteknik']",2016-03-03,9.5,50.0,0.113
Swedish Net Air & Defence AB,Swedish Net Air & Defence AB,556690-3737,Kumla,106326,3.0,[],0582-141 00,https://www.swedishnet.se/,71,['71123 Teknisk konsultverksamhet inom elteknik'],2005-11-14,19.8,100.0,0.224
Järntorgshallen i Örebro Aktiebolag,Järntorgshallen i Örebro Aktiebolag,556296-4394,Örebro,106060,29.0,[],019-16 61 00,https://www.transportstyrelsen.se/TSFS/TSFS%202021_68.pdf,47,"['47112 Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad']",1987-05-13,38.3,100.0,0.271
Fricweld Aktiebolag,Fricweld Aktiebolag,556215-1638,Hällefors,101396,33.0,[],0591-632 20,https://fricweld.se/,28,"['28920 Tillverkning av gruv-, bergbrytnings- och byggmaskiner']",1982-01-01,43.7,2000.0,0.248
H.Persson Skogsavverkningar Aktiebolag,H.Persson Skogsavverkningar Aktiebolag,556602-1183,Åsbro,100506,56.0,[],,https://www.hpskog.se/,02,['02200 Drivning'],2000-12-05,24.8,100.0,0.122
ASTON Sweden AB,ASTON Sweden AB,556244-1864,Karlskoga,99681,27.0,[],0586-634 50,https://norosteel.se/sv/varumarken/aston-sweden-ab/,46,"['46741 Partihandel med järnhandelsvaror', '25940 Tillverkning av nitar och skruvar', '25930 Tillverkning av metalltrådvaror, kedjor och fjädrar']",1984-06-05,41.3,500.0,0.238
XL-BYGG Björka AB,XL-BYGG Björka AB,556256-9078,Kumla,98197,24.0,[],019-57 09 05,https://www.xlbygg.se/butiker/xl-bygg-bjorka-kumla/,46,"['46731 Partihandel med virke och andra byggmaterial', '47521 Specialiserad butikshandel med virke och byggvaror', '16102 Hyvling av trä', '68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler']",1985-02-25,40.5,550.0,0.238
Midagon AB,Midagon AB,556709-2522,Örebro,98045,72.0,[],010-447 45 00,"https://news.cision.com/se/midagon-ab/r/kontract-byter-namn-till-midagon---ska-bli-ledande-i-norden,c3822796",62,['62020 Datakonsultverksamhet'],2006-08-22,19.0,500.0,0.284
Mats Oldmark AB,Mats Oldmark AB,556510-4196,Odensbacken,93346,20.0,[],,https://www.ica.se/butiker/supermarket/orebro/ica-odenhallen-odensbacken-1004235/om-oss/lediga-jobb/,47,"['47112 Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad']",1995-03-07,30.5,100.0,0.135
Skandinavien Assistans i Sverige AB,Skandinavien Assistans i Sverige AB,559108-0667,Örebro,92027,167.0,[],,https://assistanskoll.se/profil-orebro-NordenAssistansAB.html,88,['88102 Öppna sociala insatser för personer med funktionshinder'],2017-04-06,8.4,50.0,0.099
Bröd. Engströms Entreprenadmaskiner Aktiebolag,Bröd. Engströms Entreprenadmaskiner Aktiebolag,556124-3238,Örebro,89897,48.0,[],019-12 10 00,https://www.largestcompanies.se/foretag/Brod-Engstroms-Entreprenadmaskiner-AB-123325,43,"['43120 Mark- och grundarbeten', '33120 Reparation av maskiner']",1969-03-11,56.5,500.0,0.285
Bergqvist Järn & Byggmaterial AB,Bergqvist Järn & Byggmaterial AB,556215-4483,ASKERSUND,89522,25.0,[],0583-120 35,https://www.xlbygg.se/butiker/xl-bygg-bergqvist/,47,['47522 Specialiserad butikshandel med järn- och VVS-varor'],1982-01-01,43.7,400.0,0.254
SSRS Stora Hotellet Stadshotellet Örebro AB,SSRS Stora Hotellet Stadshotellet Örebro AB,556581-7532,Örebro,89029,62.0,[],019-15 69 00,https://www.avropa.se/supplier/155/,55,['55101 Hotellverksamhet med restaurangrörelse'],1999-12-14,25.7,100.0,0.276
Elisolation HTM Aktiebolag,Elisolation HTM Aktiebolag,556378-5178,Laxå,88361,38.0,[],0584-133 45,https://www.elisolation.se/,22,['22290 Annan plastvarutillverkning'],1989-11-23,35.8,100.0,0.231
Booforsen Fastighets AB,Booforsen Fastighets AB,556701-9939,Karlskoga,87299,12.0,[],0586-810 00,https://www.booforsen.se/,68,"['68202 Uthyrning och förvaltning av egna eller arrenderade industrilokaler', '68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler']",2006-04-12,19.4,1025.0,0.243
SMA Infrastruktur Örebro AB,SMA Infrastruktur Örebro AB,556644-0565,Glanshammar,87021,16.0,[],019-46 56 21,https://www.smainfrastruktur.se/,43,"['43120 Mark- och grundarbeten', '49410 Vägtransport, godstrafik']",2003-05-16,22.3,100.0,0.243
Herok Byggmaterial AB,Herok Byggmaterial AB,556941-1910,Örebro,86530,12.0,[],,https://www.xlbygg.se/butiker/herok-byggmaterial-ab/,46,"['46731 Partihandel med virke och andra byggmaterial', '46630 Partihandel med gruv-, bygg- och anläggningsmaskiner', '77320 Uthyrning och leasing av bygg- och anläggningsmaskiner']",2013-09-03,12.0,50.0,0.097
Örebro MOT - AB,Örebro MOT - AB,556884-6959,Örebro,85997,59.0,[],070-519 90 08,https://mot-ab.se/,49,"['49410 Vägtransport, godstrafik', '78200 Personaluthyrning']",2012-02-16,13.6,100.0,0.232
Hansson PyroTech Aktiebolag,Hansson PyroTech Aktiebolag,556055-5814,Lindesberg,85976,39.0,[],,https://www.nerikesbrandkar.se/hemochfritid/farligverksamhetnaradig/sevesolagrekravniva/hanssonpyrotechab.4.5139e120184f66615bbbb2f.html,20,['20510 Sprängämnestillverkning'],1951-06-04,74.3,4000.0,0.157
Söderort Assistans Aktiebolag,Söderort Assistans Aktiebolag,556834-2603,Örebro,85400,137.0,[],,https://assistanskoll.se/profil-orebro-SoderortAssistansAB.html,88,['88102 Öppna sociala insatser för personer med funktionshinder'],2010-12-20,14.7,50.0,0.12
Bandstål B Nilsson Aktiebolag,Bandstål B Nilsson Aktiebolag,556278-2523,Kopparberg,84912,10.0,[],0580-888 80,https://iucindustrihubb.se/medlem/vara-medlemmar/,25,['25620 Metallegoarbeten'],1986-06-03,39.3,200.0,0.224
Matbutiken i Nyfors AB,Matbutiken i Nyfors AB,556789-7797,Laxå,84253,21.0,[],0584-44 42 30,https://www.transportstyrelsen.se/TSFS/TSFS%202021_57.pdf,47,"['47112 Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad']",2009-09-29,15.9,100.0,0.231
Castellum Cityfastigheter i Örebro AB,Castellum Cityfastigheter i Örebro AB,556758-2316,Örebro,83859,0.0,[],019-27 65 00,https://www.castellum.se/har-finns-vi/orebro/,68,"['68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler']",2008-05-21,17.3,100.0,0.227
Nordic Fighter AB,Nordic Fighter AB,556676-5771,Finnerödja,82287,15.0,[],,https://tifosi.se/nordicfighter,46,['46491 Partihandel med sport- och fritidsartiklar'],2005-02-18,20.6,100.0,0.118
Götmarsgruppen AB,Götmarsgruppen AB,556327-2037,Örebro,81013,51.0,[],019-14 00 15,https://www.gotmars.se/,96,"['96030 Begravningsverksamhet', '69102 Juridiska byråers verksamhet m.m.']",1988-06-15,37.2,100.0,0.256
Austin Powder Sweden AB,Austin Powder Sweden AB,556866-7934,Örebro,80395,15.0,[],,https://raddningkarlstad.se/om-olyckan-ar-framme/farlig-verksamhet/austin-sverige-ab,46,"['46750 Partihandel med kemiska produkter', '20510 Sprängämnestillverkning', '42120 Anläggning av järnvägar och tunnelbanor']",2011-10-06,13.9,50.0,0.105
Castellum Mitt AB,Castellum Mitt AB,556121-9089,Örebro,79986,51.0,[],019-27 65 00,https://www.castellum.se/,68,"['68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler', '68202 Uthyrning och förvaltning av egna eller arrenderade industrilokaler']",1968-12-18,56.7,10000.0,0.293
T2L2 i Karlskoga AB,T2L2 i Karlskoga AB,556722-3796,Karlskoga,79382,13.0,[],,https://www.kt-kuriren.se/2025/07/14/arsredovisningen-klar-sa-gick-det-for-t2l2-i-karlskoga-ab-ac8f2/,47,"['47410 Specialiserad butikshandel med datorer, programvara, data- och tv-spel', '47430 Specialiserad butikshandel med ljud- och bildanläggningar samt videoutrustning', '47540 Specialiserad butikshandel med elektriska hushållsmaskiner och hushållsapparater']",2007-01-31,18.6,100.0,0.129
Pejmej AB,Pejmej AB,556708-4511,Lindesberg,79331,18.0,[],0581-886 66,https://www.betyg.se/shopping/mataffarer,47,"['47112 Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad']",2006-08-15,19.1,500.0,0.275
Structural Group Sverige AB,Structural Group Sverige AB,556924-6290,Örebro,79012,20.0,[],,https://www.byggindustrin.se/affarer/konkurs/storsta-byggkonkurserna-i-juli-dPNTU/,41,['41200 Byggande av bostadshus och andra byggnader'],2013-02-28,12.5,50.0,0.119
Kioskservice i Örebro AB,Kioskservice i Örebro AB,556670-4994,Örebro,78935,10.0,[],,https://vastramalardalen.se/heja-alla-tillvaxtforetag-i-vastra-malardalen-2023/,47,"['47112 Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad']",2004-11-11,20.8,100.0,0.145
Aktiebolaget Allson Kyl & Fryslager,Aktiebolaget Allson Kyl & Fryslager,556259-9182,Åtorp,78601,44.0,[],0586-73 02 40,https://www.allson.se/,10,"['10710 Tillverkning av mjukt matbröd och färska bakverk', '10112 Styckning av kött', '10200 Beredning och hållbarhetsbehandling av fisk samt skal- och blötdjur', '10519 Annan mejerivarutillverkning', '10520 Glasstillverkning']",1985-05-02,40.4,300.0,0.238
Livsmedelshallen i Kopparberg AB,Livsmedelshallen i Kopparberg AB,556801-4285,Kopparberg,76805,19.0,[],0580-101 28,https://www.transportstyrelsen.se/TSFS/TSFS%202015_58.pdf,47,"['47112 Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad', '10112 Styckning av kött', '10120 Beredning och hållbarhetsbehandling av fjäderfäkött', '10710 Tillverkning av mjukt matbröd och färska bakverk', '10130 Charkuteri- och annan köttvarutillverkning']",2010-03-01,15.5,100.0,0.229
Telia Field Operations AB,Telia Field Operations AB,556781-2424,Örebro,76558,60.0,[],026-12 35 00,https://teliafieldoperations.varbi.com/,61,['61100 Trådbunden telekommunikation'],2009-04-21,16.4,100.0,0.243
MEJK Butiken AB,MEJK Butiken AB,556544-3404,Lindesberg,76345,20.0,[],0581-100 46,https://www.ledigajobblindesberg.se/foretag/mejk-butiken-ab-lindesberg,47,['47191 Annan varuhus- och stormarknadshandel'],1997-08-14,28.1,100.0,0.269
M Jernbergs Livs AB,M Jernbergs Livs AB,556628-7545,Örebro,75786,18.0,[],019-670 26 30,https://ica.jensnylander.com/butik/ica-supermarket-haga-centrum,47,"['47112 Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad', '10200 Beredning och hållbarhetsbehandling av fisk samt skal- och blötdjur', '10850 Tillverkning av lagad mat och färdigrätter']",2002-06-04,23.3,100.0,0.269
Gray's American Stores Aktiebolag,Gray's American Stores Aktiebolag,556470-9649,Örebro,75757,26.0,[],08-535 299 50,https://grays.se/,46,"['46380 Partihandel med andra livsmedel, bl.a. fisk samt skal- och blötdjur']",1993-07-26,32.1,300.0,0.259
W-Invest Fastigheter Aktiebolag,W-Invest Fastigheter Aktiebolag,556098-1606,Örebro,75751,10.0,[],019-27 82 00,https://w-invest.se/,68,"['68202 Uthyrning och förvaltning av egna eller arrenderade industrilokaler', '68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler', '68209 Övrig förvaltning av egna eller arrenderade fastigheter']",1965-05-20,60.3,100.0,0.253
H. Einarsson Byggnads Aktiebolag,H. Einarsson Byggnads Aktiebolag,556491-9776,Karlskoga,75310,38.0,[],0586-72 17 30,https://hebab.nu/,41,['41200 Byggande av bostadshus och andra byggnader'],1994-08-18,31.1,200.0,0.252
Karlskoga Automation Aktiebolag,Karlskoga Automation Aktiebolag,556493-7695,Karlskoga,73254,25.0,[],0586-676 90,https://kauto.se/,33,['33200 Installation av industrimaskiner och -utrustning'],1994-09-21,31.0,600.0,0.239
Hellefors Bilcenter Aktiebolag,Hellefors Bilcenter Aktiebolag,556395-8304,Hällefors,72176,9.0,[],0591-133 33,https://helleforsbilcenter.se/bilar/begagnade-bilar/,45,"['45110 Handel med personbilar och lätta motorfordon', '45201 Allmän service och reparation av motorfordon utom motorcyklar', '45204 Däckservice', '45320 Detaljhandel med reservdelar och tillbehör till motorfordon utom motorcyklar']",1990-06-12,35.2,600.0,0.251
Nora Fastigheter AB,Nora Fastigheter AB,556526-1194,Nora,71938,0.0,[],,http://www.norabostader.se/,68,"['68201 Uthyrning och förvaltning av egna eller arrenderade bostäder', '79900 Turist- och bokningsservice', '73119 Övrig reklamverksamhet']",1995-09-22,30.0,500.0,0.118
InvestmentPartners i Örebro Aktiebolag,InvestmentPartners i Örebro Aktiebolag,556218-2351,Örebro,70792,1.0,[],,https://www.garantum.se/,64,['64993 Förvaltning av och handel med värdepapper för en begränsad och sluten krets av ägare'],1982-01-01,43.7,1900.0,0.135
EAS El & Automations Service AB,EAS El & Automations Service AB,556732-8678,Örebro,70635,43.0,[],019-26 02 65,https://eas-el.se/,43,['43210 Elinstallationer'],2007-06-28,18.2,100.0,0.267
Millcon AB,Millcon AB,556131-0334,Kumla,70618,56.0,[],,https://millcon.se/,17,"['17129 Övrig tillverkning av papper och papp', '17122 Tryckpapperstillverkning, ej tidnings- och journalpapper']",1969-11-27,55.8,125.0,0.126
Hallsbergs Smide Aktiebolag,Hallsbergs Smide Aktiebolag,556262-7108,Hallsberg,70424,34.0,[],,https://www.hallsbergs-smide.se/,25,"['25999 Diverse övrig metallvarutillverkning', '25620 Metallegoarbeten', '28990 Tillverkning av övriga specialmaskiner', '33110 Reparation av metallvaror']",1985-07-02,40.2,100.0,0.119
Bergslagsdelikatesser i Lindesberg Aktiebolag,Bergslagsdelikatesser i Lindesberg Aktiebolag,556183-3863,Lindesberg,70006,11.0,[],,https://bergslagsdelikatesser.se/,10,"['10111 Kreatursslakt', '10112 Styckning av kött', '10130 Charkuteri- och annan köttvarutillverkning']",1973-01-01,52.7,76.0,0.126
Silverton AB,Silverton AB,559055-6709,Laxå,69486,12.0,[],,https://www.zhipster.se/nyheter/valkomna-silverton-ab,46,['46350 Partihandel med tobak'],2016-03-17,9.5,50.0,0.08
Kontorsbolaget i Karlskoga AB,Kontorsbolaget i Karlskoga AB,556776-4229,Karlskoga,69202,0.0,[],0586-820 60,https://www.brodernawingefors.se/kontorsbolaget-i-karlskoga-ab,68,"['68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler', '68202 Uthyrning och förvaltning av egna eller arrenderade industrilokaler', '68209 Övrig förvaltning av egna eller arrenderade fastigheter']",2009-01-20,16.6,5000.0,0.227
Skofabriken Kavat AB,Skofabriken Kavat AB,556736-4814,Kumla,68935,21.0,[],019-761 22 00,https://www.svanen.se/en/companies/skofabriken-kavat-ab/,46,"['46420 Partihandel med kläder och skodon', '47721 Specialiserad butikshandel med skodon']",2007-08-25,18.0,400.0,0.229
Scandinavian Sealift Aktiebolag,Scandinavian Sealift Aktiebolag,556320-8379,Örebro,68066,3.0,[],019-17 46 40,https://www.sealift.se/,52,['52290 Övriga stödtjänster till transport'],1988-03-07,37.5,200.0,0.244
LG Söderberg Bostad AB,LG Söderberg Bostad AB,556600-2274,Örebro,68031,5.0,[],019-17 95 70,https://www.soderberg.se/,68,"['68201 Uthyrning och förvaltning av egna eller arrenderade bostäder', '68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler', '52219 Övriga stödtjänster till landtransport']",2000-11-06,24.8,4100.0,0.273
Poolarna Assistans AB,Poolarna Assistans AB,556641-9197,Örebro,67918,110.0,[],076-175 30 15,https://assistanskoll.se/profil-skane-AssistansPoolarna.html,88,['88102 Öppna sociala insatser för personer med funktionshinder'],2003-03-14,22.5,100.0,0.261
Rock Crushing Group RCG AB,Rock Crushing Group RCG AB,556702-8062,Karlskoga,67485,10.0,[],070-722 30 00,https://byggkatalogen.byggtjanst.se/entreprenor/rock-crushing-group-rcg-ab/76511,43,"['43120 Mark- och grundarbeten', '33120 Reparation av maskiner', '77320 Uthyrning och leasing av bygg- och anläggningsmaskiner']",2006-04-27,19.4,100.0,0.239
airteam Luftkontroll i Örebro AB,airteam Luftkontroll i Örebro AB,556552-2769,Örebro,67357,29.0,[],070-316 20 36,https://airteam.se/verksamheter/airteam-luftkontroll/,43,"['43222 Ventilationsarbeten', '25620 Metallegoarbeten']",1998-01-27,27.6,100.0,0.271
Carlbarks Motor AB,Carlbarks Motor AB,556519-1995,Kumla,67193,10.0,[],019-57 07 01,https://www.carlbarks.se/,45,"['45400 Handel med och service av motorcyklar inklusive reservdelar och tillbehör', '45110 Handel med personbilar och lätta motorfordon', '45201 Allmän service och reparation av motorfordon utom motorcyklar', '45320 Detaljhandel med reservdelar och tillbehör till motorfordon utom motorcyklar']",1995-07-13,30.2,100.0,0.241
Norabostäder Aktiebolag,Norabostäder Aktiebolag,556470-7569,Nora,65842,19.0,[],0587-813 10,http://www.norabostader.se/,68,"['68201 Uthyrning och förvaltning av egna eller arrenderade bostäder', '68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler']",1993-08-10,32.1,200.0,0.238
AB Storå Rör,AB Storå Rör,556130-6076,Storå,65766,21.0,[],,https://storaror.se/,43,['43221 Värme- och sanitetsarbeten'],1969-11-17,55.8,100.0,0.135
Lindesbergs Grus och Maskin Aktiebolag,Lindesbergs Grus och Maskin Aktiebolag,556176-6725,Lindesberg,65639,21.0,[],,https://www.lgm-ab.se/,43,"['43120 Mark- och grundarbeten', '08120 Utvinning av sand, grus och berg; utvinning av lera och kaolin']",1973-01-01,52.7,100.0,0.149
Nemax Miljöhantering Aktiebolag,Nemax Miljöhantering Aktiebolag,556239-5383,Kumla,65356,21.0,[],,https://www.nemax.se/,38,"['38120 Insamling av farligt avfall', '71124 Teknisk konsultverksamhet inom energi-, miljö- och VVS-teknik']",1984-03-02,41.5,500.0,0.128
Navimo AB,Navimo AB,556846-7145,Örebro,65237,6.0,[],,https://byggbasen.com/foretag/n9w1gj/Navimo-Nordic-AB--Henan,52,"['52219 Övriga stödtjänster till landtransport', '78200 Personaluthyrning']",2011-03-21,14.5,100.0,0.106
Trivselköp i Guldsmedshyttan Aktiebolag,Trivselköp i Guldsmedshyttan Aktiebolag,556240-2809,Guldsmedshyttan,64531,14.0,[],0581-187 50,https://www.ica.se/butiker/supermarket/lindesberg/ica-supermarket-trivselkop-1003831/,47,"['47112 Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad']",1984-03-02,41.5,100.0,0.243
LK Maxitherm AB,LK Maxitherm AB,556070-1129,Örebro,64419,11.0,[],019-27 12 00,https://www.lksystems.se/sv/om-oss/kontakta-oss/kontakta-oss-proffs/kontakta-lkmaxitherm/,46,['46742 Partihandel med VVS-varor'],1959-11-11,65.8,100.0,0.246
Brasta Nordic AB,Brasta Nordic AB,559039-8771,Karlskoga,64327,7.0,[],,https://brastanordic.se/golvskyddspapper,46,['46769 Partihandel med övriga insatsvaror'],2015-12-09,9.8,50.0,0.079
Örebro Express Aktiebolag,Örebro Express Aktiebolag,556334-9660,Örebro,63984,29.0,[],,https://www.avropa.se/ramavtal/ramavtalsomraden/kontorsnara-tjanster/flyttjanster/flyttjanster---rangordning/?value=196804,49,"['49410 Vägtransport, godstrafik']",1988-09-27,37.0,500.0,0.143
Santana i Stockholm AB,Santana i Stockholm AB,556678-0879,Karlskoga,63859,0.0,[],,https://www.nwt.se/2025/01/27/santana-i-stockholm-ab-har-ar-de-viktigaste-siffrorna-fran-2024-40355/,66,"['66190 Andra stödtjänster till finansiella tjänster utom försäkring och pensionsfondsverksamhet', '41200 Byggande av bostadshus och andra byggnader', '68320 Fastighetsförvaltning på uppdrag']",2005-03-15,20.5,100.0,0.103
VVS Profilen i Örebro AB,VVS Profilen i Örebro AB,559105-8556,Linköping,63855,17.0,[],019-10 05 00,https://vvsprofilen.se/,43,['43221 Värme- och sanitetsarbeten'],2017-03-22,8.5,50.0,0.2
Maxitech AB,Maxitech AB,559310-7765,Örebro,63548,49.0,[],,https://maxitech.nu/,62,['62020 Datakonsultverksamhet'],2021-04-07,4.4,25.0,0.161
Cureum AB,Cureum AB,556681-8661,Stockholm,63126,57.0,[],019-603 35 91,https://www.castellum.se/lediga-lokaler/orebro-stinsen-18/fabriksgatan-18-24-181-kvm/,86,"['86222 Specialistläkarverksamhet inom öppenvård, ej på sjukhus']",2005-06-14,20.2,100.0,0.24
Aberia Personlig Assistans AB,Aberia Personlig Assistans AB,556625-6946,Skene,63003,95.0,[],,https://www.aberia.se/,88,['88102 Öppna sociala insatser för personer med funktionshinder'],2002-03-19,23.5,100.0,0.128
