org_number,legal_name,sni_code,sni_description
556961-2558,Motorcentrum V AB,45110,Handel med personbilar och lätta motorfordon
556612-4722,Hagvidson Solåsen AB,85100,Förskoleutbildning
559340-2356,Kumla Logistikcenter AB,52290,Övriga stödtjänster till transport
559388-2045,Hallsbergs bilar AB,45110,Handel med personbilar och lätta motorfordon
556398-6149,Spannarboda Åkeri Aktiebolag,49410,"Vägtransport, godstrafik"
559032-2219,Falken pizzeria AB,56100,Restaurangverksamhet
556918-8294,Björn Larsson Buss & Trafik AB,79120,Researrangemang
556918-8294,Björn Larsson Buss & Trafik AB,49410,"Vägtransport, godstrafik"
556918-8294,Björn Larsson Buss & Trafik AB,78200,Personaluthyrning
556998-0849,Bellas Spelbutik AB,56100,Restaurangverksamhet
556998-0849,Bellas Spelbutik AB,92000,Spel- och vadhållningsverksamhet
556659-9162,Edman Meat Trade AB,00009,Huvudnäring okänd
559311-7517,Addés Måleri AB,43341,Måleriarbeten
559078-9656,Silverskeden AB,56100,Restaurangverksamhet
556963-0592,Lärkehus AB,68201,Uthyrning och förvaltning av egna eller arrenderade bostäder
556812-8986,Renoveringsteamet i Sverige AB,43320,Byggnadssnickeriarbeten
556812-8986,Renoveringsteamet i Sverige AB,81100,Fastighetsrelaterade stödtjänster
559280-7894,Niklas Carlsson Lantbruk & Entreprenad AB,01462,Uppfödning av slaktsvin
559280-7894,Niklas Carlsson Lantbruk & Entreprenad AB,01620,Service till husdjursskötsel
559280-7894,Niklas Carlsson Lantbruk & Entreprenad AB,01420,Uppfödning av andra nötkreatur och bufflar
559062-9522,Eknors Fastighet AB,68201,Uthyrning och förvaltning av egna eller arrenderade bostäder
559062-9522,Eknors Fastighet AB,68203,"Uthyrning och förvaltning av egna eller arrenderade, andra lokaler"
556513-7196,Karlskoga Skyddsprodukter AB,46420,Partihandel med kläder och skodon
556423-1586,Café Trettiosjuan Aktiebolag,56100,Restaurangverksamhet
556502-8783,Pj:s Nät & Tråd Aktiebolag,25930,"Tillverkning av metalltrådvaror, kedjor och fjädrar"
556615-9728,Nygårdens Revision AB,69201,Redovisning och bokföring
556615-9728,Nygårdens Revision AB,69202,Revision
556653-2940,Truck Color i Örebro AB,45202,"Plåt-, lack- och glasreparationer på motorfordon utom motorcyklar"
556681-5766,Fullt ös förvaltning & entreprenad AB,49410,"Vägtransport, godstrafik"
556501-1938,Teknik Kontor Servrar i Örebro AB,95110,Reparation av datorer och kringutrustning
556803-3459,Four Public Relations in Sweden AB,70210,PR och kommunikation
556803-3459,Four Public Relations in Sweden AB,70220,Konsultverksamhet avseende företags organisation
556755-4927,BeMå Trading AB,77320,Uthyrning och leasing av bygg- och anläggningsmaskiner
559007-7706,Oggi Bags AB,47722,"Specialiserad butikshandel med väskor, reseffekter och lädervaror"
559088-7385,MI fordonsteknik i Örebro AB,45201,Allmän service och reparation av motorfordon utom motorcyklar
559088-7385,MI fordonsteknik i Örebro AB,45110,Handel med personbilar och lätta motorfordon
559088-7385,MI fordonsteknik i Örebro AB,45320,Detaljhandel med reservdelar och tillbehör till motorfordon utom motorcyklar
556668-0491,Waterman vattenrening AB,42910,Vattenbyggnad
556132-2024,Arkitektur & Byggnadsvård i Örebro AB,71110,Arkitektverksamhet
556645-4764,Coo Coo Thai AB,56100,Restaurangverksamhet
556470-4830,AC Maskinservice i Nora Aktiebolag,46699,Partihandel med diverse övriga maskiner och utrustning
556672-7326,Bergslagens Elektriska Aktiebolag,43210,Elinstallationer
559054-8243,j martinssons åkeri AB,49410,"Vägtransport, godstrafik"
556487-2587,Terje Ståhl Aktiebolag,43999,Diverse övrig specialiserad bygg- och anläggningsverksamhet
559289-4322,Dagdeg Gap Sundin AB,56100,Restaurangverksamhet
556620-7345,Svensk Fordonsbas Aktiebolag,62010,Dataprogrammering
559432-3742,E-K Rör AB,43221,Värme- och sanitetsarbeten
559432-3742,E-K Rör AB,78200,Personaluthyrning
559094-7460,Autoelektriska i Hallsberg AB,45201,Allmän service och reparation av motorfordon utom motorcyklar
559171-0529,RazaButt AB,47260,Specialiserad butikshandel med tobaksvaror
559171-0529,RazaButt AB,56100,Restaurangverksamhet
559181-7753,Askers Konsult och Entreprenadtjänst AB,71121,Teknisk konsultverksamhet inom bygg- och anläggningsteknik
559008-6111,AM Ekonomitjänst AB,69201,Redovisning och bokföring
559160-5497,AA Rosmark AB,47112,"Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad"
556296-9146,Amelia Music Aktiebolag,90030,Litterärt och konstnärligt skapande
556296-9146,Amelia Music Aktiebolag,90010,Artistisk verksamhet
556296-9146,Amelia Music Aktiebolag,90020,Stödtjänster till artistisk verksamhet
559178-3906,Karstorps Lantbruk AB,01500,Blandat jordbruk
556796-6899,Bil & Däckservice i Kumla AB,45201,Allmän service och reparation av motorfordon utom motorcyklar
556796-6899,Bil & Däckservice i Kumla AB,45110,Handel med personbilar och lätta motorfordon
556796-6899,Bil & Däckservice i Kumla AB,45320,Detaljhandel med reservdelar och tillbehör till motorfordon utom motorcyklar
556796-6899,Bil & Däckservice i Kumla AB,77110,Uthyrning och leasing av personbilar och lätta motorfordon
559025-2499,A Rensmo AB,27400,Tillverkning av belysningsarmatur
559150-4732,SmartMontage i Örebro AB,41200,Byggande av bostadshus och andra byggnader
556858-6019,Orrfält's Svets & Montage AB,25500,"Smidning, pressning, prägling och valsning av metall; pulvermetallurgi"
559011-5084,Lekebergs Måleri & Bygg AB,43341,Måleriarbeten
559185-2842,ADE Service AB,49320,Taxitrafik
559185-2842,ADE Service AB,68203,"Uthyrning och förvaltning av egna eller arrenderade, andra lokaler"
556257-6750,Advokatfirman Frenander Aktiebolag,69101,Advokatbyråverksamhet
559102-8757,RC Bygg och konsult i mellansverige AB,43320,Byggnadssnickeriarbeten
559102-8757,RC Bygg och konsult i mellansverige AB,43310,"Puts-, fasad- och stuckatörsarbeten"
559102-8757,RC Bygg och konsult i mellansverige AB,43341,Måleriarbeten
559102-8757,RC Bygg och konsult i mellansverige AB,41200,Byggande av bostadshus och andra byggnader
559102-8757,RC Bygg och konsult i mellansverige AB,78200,Personaluthyrning
559342-1430,Hjortkvarns Verkstad AB,45201,Allmän service och reparation av motorfordon utom motorcyklar
556732-1533,Virkestransporter Bergslagen AB,49410,"Vägtransport, godstrafik"
559341-4336,Fastighetsbolaget Bageriet AB,68201,Uthyrning och förvaltning av egna eller arrenderade bostäder
556639-2618,E. Ettestam Elektronik AB,26110,Tillverkning av elektroniska komponenter
556639-2618,E. Ettestam Elektronik AB,69201,Redovisning och bokföring
556639-2618,E. Ettestam Elektronik AB,81290,Annan rengöring
559265-3033,Belsize Properties AB,68203,"Uthyrning och förvaltning av egna eller arrenderade, andra lokaler"
559366-7834,Örebrostekarna AB,56100,Restaurangverksamhet
556256-9599,Bista Sanering AB,71121,Teknisk konsultverksamhet inom bygg- och anläggningsteknik
559299-6168,Linds gård lantbruk AB,01110,"Odling av spannmål (utom ris), baljväxter och oljeväxter"
559299-6168,Linds gård lantbruk AB,43120,Mark- och grundarbeten
559299-6168,Linds gård lantbruk AB,01450,Uppfödning av får och getter
556907-5954,FalBo Fastigheter AB,68201,Uthyrning och förvaltning av egna eller arrenderade bostäder
559201-3220,Löni Grund AB,43120,Mark- och grundarbeten
559201-3220,Löni Grund AB,43999,Diverse övrig specialiserad bygg- och anläggningsverksamhet
556500-8900,Färghallen i Hällefors AB,47531,Specialiserad butikshandel med mattor och annan vägg- och golvbeklädnad
559223-2358,CARIGON Mälardalen AB,71121,Teknisk konsultverksamhet inom bygg- och anläggningsteknik
559412-6533,Cederskärs Schakt & Maskin AB,02200,Drivning
559412-6533,Cederskärs Schakt & Maskin AB,43120,Mark- och grundarbeten
559038-1421,Örebro Snickeritjänst AB,43320,Byggnadssnickeriarbeten
556653-9770,East West Sushi AB,56100,Restaurangverksamhet
556903-0199,5-1 Development AB,25620,Metallegoarbeten
556903-0199,5-1 Development AB,33120,Reparation av maskiner
556903-0199,5-1 Development AB,62010,Dataprogrammering
556854-0214,Niklas Rönnskär AB,43341,Måleriarbeten
556854-0214,Niklas Rönnskär AB,42990,Övriga anläggningsarbeten
556854-0214,Niklas Rönnskär AB,81300,Skötsel och underhåll av grönytor
556604-4714,JG Optotech AB,43210,Elinstallationer
559142-9062,Timla Byggservice AB,41200,Byggande av bostadshus och andra byggnader
556273-6222,Örebro Slipservice- Verktyg och Maskiner Aktiebolag,25620,Metallegoarbeten
559369-3582,CR Racing Performance AB,45110,Handel med personbilar och lätta motorfordon
559183-3073,HSE Huss Schakt & Entreprenad AB,43120,Mark- och grundarbeten
559183-3073,HSE Huss Schakt & Entreprenad AB,78200,Personaluthyrning
559183-3073,HSE Huss Schakt & Entreprenad AB,49410,"Vägtransport, godstrafik"
559183-3073,HSE Huss Schakt & Entreprenad AB,81290,Annan rengöring
559183-3073,HSE Huss Schakt & Entreprenad AB,01610,Service till växtodling
556667-1375,Devexus AB,62020,Datakonsultverksamhet
556193-4760,Frosths Eftr. Konditori Östlund & Co Aktiebolag,10710,Tillverkning av mjukt matbröd och färska bakverk
556713-5313,Baufra Fastighets AB,68201,Uthyrning och förvaltning av egna eller arrenderade bostäder
559263-1120,Daniels Frakttjänst AB,52290,Övriga stödtjänster till transport
559263-1120,Daniels Frakttjänst AB,43320,Byggnadssnickeriarbeten
559263-1120,Daniels Frakttjänst AB,49320,Taxitrafik
559263-1120,Daniels Frakttjänst AB,56100,Restaurangverksamhet
559263-1120,Daniels Frakttjänst AB,43210,Elinstallationer
556658-0899,Ergonomic Construction Sweden AB,46731,Partihandel med virke och andra byggmaterial
556957-4741,Golvexperten i Örebro AB,43330,Golv- och väggbeläggningsarbeten
556866-4089,Docucraft AB,77330,Uthyrning och leasing av kontorsmaskiner och kontorsutrustning (inklusive datorer)
556866-4089,Docucraft AB,46510,Partihandel med datorer och kringutrustning samt programvara
559050-1275,Bostanci i Örebro AB,56100,Restaurangverksamhet
556743-1761,Micke Fogdeby Gräv AB,43120,Mark- och grundarbeten
559383-2644,ElektroFlex i Karlskoga AB,43210,Elinstallationer
559168-1753,Reklamsson AB,74102,Grafisk designverksamhet
556796-7525,Örebro Solskydd AB,13922,"Tillverkning av presenningar, tält, segel o.d."
556706-4299,Viby Beef AB,01500,Blandat jordbruk
559193-6645,NESC AB,71121,Teknisk konsultverksamhet inom bygg- och anläggningsteknik
556897-1450,Svensk Cater Real Property AB,68202,Uthyrning och förvaltning av egna eller arrenderade industrilokaler
559398-2225,IUC Industrihubb AB,70220,Konsultverksamhet avseende företags organisation
556793-9268,Carjitas AB,49410,"Vägtransport, godstrafik"
559344-3095,Gattet Restaurang & Gästhamn AB,56100,Restaurangverksamhet
556597-4002,BAE Systems SWS Defence AB,46699,Partihandel med diverse övriga maskiner och utrustning
556176-1494,Oscarssons El Aktiebolag,43210,Elinstallationer
556395-2620,Cypressen Invest AB,47650,Specialiserad butikshandel med spel och leksaker
556234-8283,Eltjänst i Fellingsbro Aktiebolag,43210,Elinstallationer
556860-5405,docTech Systems AB,62010,Dataprogrammering
556860-5405,docTech Systems AB,63110,"Databehandling, hosting o.d."
559272-4107,JA Konsult i Örebro AB,49410,"Vägtransport, godstrafik"
559272-4107,JA Konsult i Örebro AB,62020,Datakonsultverksamhet
559272-4107,JA Konsult i Örebro AB,62090,Andra IT- och datatjänster
556344-3752,Åbytorps Såg & Hyvleri Aktiebolag,16101,Sågning av trä
556344-3752,Åbytorps Såg & Hyvleri Aktiebolag,16102,Hyvling av trä
556344-3752,Åbytorps Såg & Hyvleri Aktiebolag,16239,Tillverkning av övriga byggnads- och inredningssnickerier
556344-3752,Åbytorps Såg & Hyvleri Aktiebolag,47521,Specialiserad butikshandel med virke och byggvaror
559241-7231,Robin Andersson Entreprenad AB,43120,Mark- och grundarbeten
556704-7815,Fjugesta Gummiverkstad AB,45204,Däckservice
556765-7795,JM Holmberg Produktion AB,43320,Byggnadssnickeriarbeten
559412-6384,Region Örebro Innovation AB,70100,Verksamheter som utövas av huvudkontor
559059-4601,Konstrakta Bygg AB,41200,Byggande av bostadshus och andra byggnader
559016-7648,Deligate AB,62010,Dataprogrammering
559016-7648,Deligate AB,74900,"Övrig verksamhet inom juridik, ekonomi, vetenskap och teknik"
559016-7648,Deligate AB,79900,Turist- och bokningsservice
556062-4768,STIL i Karlskoga AB,47712,Specialiserad butikshandel med herrkläder
559017-2358,plus medica Nordic AB,46460,Partihandel med medicinsk utrustning och apoteksvaror
556774-0575,Närkegräs AB,01500,Blandat jordbruk
556376-8067,Hotell & Restaurang Herrgården i Hällefors Aktiebolag,55101,Hotellverksamhet med restaurangrörelse
559449-7926,VVS-Projekt Örebro AB,43221,Värme- och sanitetsarbeten
559449-7926,VVS-Projekt Örebro AB,71124,"Teknisk konsultverksamhet inom energi-, miljö- och VVS-teknik"
556715-2870,PJ's Eld & Vent AB,43222,Ventilationsarbeten
556851-4151,Axbergs Bilservice AB,45201,Allmän service och reparation av motorfordon utom motorcyklar
556851-4151,Axbergs Bilservice AB,45204,Däckservice
556851-4151,Axbergs Bilservice AB,64993,Förvaltning av och handel med värdepapper för en begränsad och sluten krets av ägare
556526-7654,Morgan Hallström AB,43330,Golv- och väggbeläggningsarbeten
559114-0826,Kadirs Pizzeria i Hallsberg AB,56100,Restaurangverksamhet
559006-4878,KS ÖREBRO AB,81221,Rengöring av byggnader
556756-9008,Konditorn i Örebro AB,56100,Restaurangverksamhet
556756-9008,Konditorn i Örebro AB,10710,Tillverkning av mjukt matbröd och färska bakverk
556756-9008,Konditorn i Örebro AB,47241,Specialiserad butikshandel med bröd och konditorivaror
559131-1302,Ventkontroll i Sverige AB,43222,Ventilationsarbeten
559131-1302,Ventkontroll i Sverige AB,71200,Teknisk provning och analys
559131-1302,Ventkontroll i Sverige AB,81222,Skorstensfejarverksamhet
559127-3841,Famili Cooperation AB,86230,Tandläkarverksamhet
559365-4485,Kirtelag AB,70220,Konsultverksamhet avseende företags organisation
556786-9440,F-food AB,56100,Restaurangverksamhet
559226-5473,Tysslinge Lantbruk AB,01110,"Odling av spannmål (utom ris), baljväxter och oljeväxter"
556951-9944,Free Play AB,47919,Postorderhandel och detaljhandel på Internet med övriga varor
556962-3084,I AMhh interior AB,46440,"Partihandel med glas och porslin, rengöringsmedel"
556816-4759,Fastigheten Liften 2 Kumla AB,68202,Uthyrning och förvaltning av egna eller arrenderade industrilokaler
556414-1975,Systemservice i Örebro Aktiebolag,33120,Reparation av maskiner
556551-2877,Hägernäs Åkeri AB,49410,"Vägtransport, godstrafik"
556648-3615,Örebro Byggsmide Aktiebolag,25620,Metallegoarbeten
559277-3450,Consure AB,70220,Konsultverksamhet avseende företags organisation
559277-3450,Consure AB,82200,Callcenterverksamhet
559277-3450,Consure AB,41200,Byggande av bostadshus och andra byggnader
559277-3450,Consure AB,71123,Teknisk konsultverksamhet inom elteknik
559175-7330,Rividas AB,47112,"Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad"
559235-1711,Sm släpet AB,29200,Tillverkning av karosserier för motorfordon; tillverkning av släpfordon och påhängsvagnar
559348-9411,Däckverkstan i Nora AB,45204,Däckservice
559440-3395,DAPO Entreprenad AB,43120,Mark- och grundarbeten
559226-2223,IDUR AB,56100,Restaurangverksamhet
559392-7444,Baraa Restaurang AB,56100,Restaurangverksamhet
559440-3213,Barcraft Örebro AB,56100,Restaurangverksamhet
559203-4283,VA & JO Entreprenad AB,52290,Övriga stödtjänster till transport
556847-7797,Indianerna Speedway AB,93199,Övrig sportverksamhet
559014-1338,Leif Jensens Gräv & Schakt AB,43991,Uthyrning av bygg- och anläggningsmaskiner med förare
559014-1338,Leif Jensens Gräv & Schakt AB,42910,Vattenbyggnad
559014-1338,Leif Jensens Gräv & Schakt AB,43120,Mark- och grundarbeten
556421-4996,DEMEK Invest AB,25620,Metallegoarbeten
556421-4996,DEMEK Invest AB,68202,Uthyrning och förvaltning av egna eller arrenderade industrilokaler
559155-1477,Hus i Bergslagen AB,16231,Tillverkning av monteringsfärdiga trähus
559020-9994,Aktiebolag Tolkeriet AS örebro,47112,"Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad"
559208-8065,Restaurang och Pizzeria Mona Lisa i Kumla AB,56100,Restaurangverksamhet
556487-3767,Zodiak Hairteam Aktiebolag,96021,Hårvård
559290-8676,Nya Bilservice Sverige AB,45201,Allmän service och reparation av motorfordon utom motorcyklar
559290-8676,Nya Bilservice Sverige AB,45110,Handel med personbilar och lätta motorfordon
559290-8676,Nya Bilservice Sverige AB,47643,Specialiserad butikshandel med båtar
559303-9729,Kökskonsult Örebro AB,47521,Specialiserad butikshandel med virke och byggvaror
556922-6193,Restaurang Tomassino AB,56100,Restaurangverksamhet
556288-4071,Nya Örebro Bil & Ackumulatorverkstad C Johansson Aktiebolag,45201,Allmän service och reparation av motorfordon utom motorcyklar
556922-1228,Kumla Markentreprenad AB,43120,Mark- och grundarbeten
556467-9396,Nya Industri o Energiteknik EEK Aktiebolag,25620,Metallegoarbeten
559254-5759,Dagdeg Sörbybacken AB,56100,Restaurangverksamhet
556124-0697,Larsson Buss Aktiebolag,64993,Förvaltning av och handel med värdepapper för en begränsad och sluten krets av ägare
559003-4996,Vital Empowerment AB,87901,Heldygnsvård med boende för barn och ungdomar med sociala problem
556715-3704,Widmarks Handelsstål Värmland AB,25620,Metallegoarbeten
